Rank.6,Name of Collection.7,Total volume of Collection (ETH).7,Change in Daily volume (ETH)).7,Floor Price of Collection.7,Time of Scrape.7,Rank Changes,Rank.7,Name of Collection.8,Total volume of Collection (ETH).8,Change in Daily volume (ETH)).8,Floor Price of Collection.8,Time of Scrape.8,Rank Changes.1,Rank,Name of Collection,Total volume of Collection (ETH),Change in Daily volume (ETH)),Floor Price of Collection,Time of Scrape,Rank Changes.2,Rank.1,Name of Collection.1,Total volume of Collection (ETH).1,Change in Daily volume (ETH)).1,Floor Price of Collection.1,Time of Scrape.1,Rank Changes.3,Rank.2,Name of Collection.2,Total volume of Collection (ETH).2,Change in Daily volume (ETH)).2,Floor Price of Collection.2,Time of Scrape.2,Rank Changes.4,Rank.3,Name of Collection.3,Total volume of Collection (ETH).3,Change in Daily volume (ETH)).3,Floor Price of Collection.3,Time of Scrape.3,Rank Changes.5,Rank.4,Name of Collection.4,Total volume of Collection (ETH).4,Change in Daily volume (ETH)).4,Floor Price of Collection.4,Time of Scrape.4,Rank Changes.6,Rank.5,Name of Collection.5,Total volume of Collection (ETH).5,Change in Daily volume (ETH)).5,Floor Price of Collection.5,Time of Scrape.5,Rank Changes.7,Rank.8,Name of Collection.6,Total volume of Collection (ETH).6,Change in Daily volume (ETH)).6,Floor Price of Collection.6,Time of Scrape.6,Rank Changes.8,Rank.9,Name of Collection.9,Total volume of Collection (ETH).9,Change in Daily volume (ETH)).9,Floor Price of Collection.9,Time of Scrape.9,Rank Changes.9,Rank.10,Name of Collection.10,Total volume of Collection (ETH).10,Change in Daily volume (ETH)).10,Floor Price of Collection.10,Time of Scrape.10,Rank Changes.10,Rank.11,Name of Collection.11,Total volume of Collection (ETH).11,Change in Daily volume (ETH)).11,Floor Price of Collection.11,Time of Scrape.11,Rank Changes.11,Rank.12,Name of Collection.12,Total volume of Collection (ETH).12,Change in Daily volume (ETH)).12,Floor Price of Collection.12,Time of Scrape.12,Rank Changes.12,Rank.13,Name of Collection.13,Total volume of Collection (ETH).13,Change in Daily volume (ETH)).13,Floor Price of Collection.13,Time of Scrape.13,Rank Changes.13,Rank.14,Name of Collection.14,Total volume of Collection (ETH).14,Change in Daily volume (ETH)).14,Floor Price of Collection.14,Time of Scrape.14,Rank Changes.14,Rank.15,Name of Collection.15,Total volume of Collection (ETH).15,Change in Daily volume (ETH)).15,Floor Price of Collection.15,Time of Scrape.15,Rank Changes.15,Rank.16,Name of Collection.16,Total volume of Collection (ETH).16,Change in Daily volume (ETH)).16,Floor Price of Collection.16,Time of Scrape.16,Rank Changes.16,Rank.17,Name of Collection.17,Total volume of Collection (ETH).17,Change in Daily volume (ETH)).17,Floor Price of Collection.17,Time of Scrape.17,Rank Changes.17,Rank.18,Name of Collection.18,Total volume of Collection (ETH).18,Change in Daily volume (ETH)).18,Floor Price of Collection.18,Time of Scrape.18,Rank Changes.18,Rank.19,Name of Collection.19,Total volume of Collection (ETH).19,Change in Daily volume (ETH)).19,Floor Price of Collection.19,Time of Scrape.19,Rank Changes.19,Rank.20,Name of Collection.20,Total volume of Collection (ETH).20,Change in Daily volume (ETH)).20,Floor Price of Collection.20,Time of Scrape.20,Rank Changes.20,Rank.21,Name of Collection.21,Total volume of Collection (ETH).21,Change in Daily volume (ETH)).21,Floor Price of Collection.21,Time of Scrape.21,Rank Changes.21,Rank.22,Name of Collection.22,Total volume of Collection (ETH).22,Change in Daily volume (ETH)).22,Floor Price of Collection.22,Time of Scrape.22,Rank Changes.22,Rank.23,Name of Collection.23,Total volume of Collection (ETH).23,Change in Daily volume (ETH)).23,Floor Price of Collection.23,Time of Scrape.23,Rank Changes.23,Rank.24,Name of Collection.24,Total volume of Collection (ETH).24,Change in Daily volume (ETH)).24,Floor Price of Collection.24,Time of Scrape.24,Rank Changes.24,Rank.25,Name of Collection.25,Total volume of Collection (ETH).25,Change in Daily volume (ETH)).25,Floor Price of Collection.25,Time of Scrape.25,Rank Changes.25,Rank.26,Name of Collection.26,Total volume of Collection (ETH).26,Change in Daily volume (ETH)).26,Floor Price of Collection.26,Time of Scrape.26,Rank Changes.26,Rank.27,Name of Collection.27,Total volume of Collection (ETH).27,Change in Daily volume (ETH)).27,Floor Price of Collection.27,Time of Scrape.27,Rank Changes.27,Rank.28,Name of Collection.28,Total volume of Collection (ETH).28,Change in Daily volume (ETH)).28,Floor Price of Collection.28,Time of Scrape.28,Rank Changes.28,Rank.29,Name of Collection.29,Total volume of Collection (ETH).29,Change in Daily volume (ETH)).29,Floor Price of Collection.29,Time of Scrape.29,Rank Changes.29,Rank.30,Name of Collection.30,Total volume of Collection (ETH).30,Change in Daily volume (ETH)).30,Floor Price of Collection.30,Time of Scrape.30,Rank Changes.30,Rank.31,Name of Collection.31,Total volume of Collection (ETH).31,Change in Daily volume (ETH)).31,Floor Price of Collection.31,Time of Scrape.31,Rank Changes.31,Rank.32,Name of Collection.32,Total volume of Collection (ETH).32,Change in Daily volume (ETH)).32,Floor Price of Collection.32,Time of Scrape.32,Rank Changes.32,Rank.33,Name of Collection.33,Total volume of Collection (ETH).33,Change in Daily volume (ETH)).33,Floor Price of Collection.33,Time of Scrape.33,Rank Changes
1.0,dTweenies,17.12,522%,0.16,8/11/22 15:47,2,1.0,PLS&TY Tour Visuals,12.0,105%,0.02,8/16/22 11:46,2,1.0,PLS&TY Tour Visuals,12.0,105%,0.02,8/16/22 11:53,0.0,1.0,PLS&TY Tour Visuals,11.66,111%,0.02,8/16/22 13:20,0.0,1.0,CYBER CREW [C4],14.19,1%,0.1,8/17/22 16:39,1,1.0,PLS&TY Tour Visuals,14.58,46%,0.02,8/17/22 23:34,24,1.0,PLS&TY Tour Visuals,15.43,2668%,0.02,8/18/22 12:00,0,1.0,PLS&TY Tour Visuals,15.43,2668%,0.02,8/18/22 12:49,0.0,1.0,REBORN,17.16,--,0.06,8/18/22 14:10,1,1.0,REBORN,17.16,--,0.06,8/18/22 14:11,0.0,1.0,REBORN,23.12,--,0.06,8/18/22 22:08,0,1.0,PLS&TY Tour Visuals,16.61,547%,0.02,8/19/22 22:24,3,1.0,CYBER CREW [C4],11.19,10%,0.08,8/20/22 21:03,1,1.0,HyperViciouZ,29.78,241%,0.04,8/21/22 21:58,1,1.0,HyperViciouZ,30.5,154%,0.04,8/22/22 9:57,0,1.0,HyperViciouZ,18.76,-33%,0.04,8/22/22 17:06,0,1.0,HyperViciouZ,31.85,5%,0.04,8/23/22 9:27,0,1.0,The Aftermath,48.57,--,0.07,8/24/22 10:27,New Addition,1.0,PLS&TY Tour Visuals,29.58,8984%,0.0001,8/25/22 10:34,24,1.0,CYBER CREW [C4],14.02,91%,0.08,8/26/22 9:57,4,1.0,Boop & Frens,90.5,54%,0.07,8/27/22 18:55,1,1.0,Boop & Frens,13.1,-89%,0.07,8/28/22 17:28,0,1.0,Boop & Frens,9.04,-61%,0.07,8/29/22 10:09,0,1.0,The Aftermath,32.21,3251%,0.05,8/30/22 9:29,11,1.0,CYBER CREW [C4],9.55,86%,0.07,9/6/22 10:10,2,1.0,CYBER CREW [C4],9.67,66%,0.07,9/6/22 13:32,0,1.0,GMERICA 1 by GameStop,9.83,49%,0.12,9/6/22 18:53,1,1.0,2D Animation Loops,14.24,240%,0.16,9/7/22 13:10,10,1.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,14.94,556%,0.0001,9/8/22 12:57,2,1.0,CYBER CREW [C4],8.44,136%,0.08,9/9/22 10:36,4,1.0,CYBER CREW [C4],7.76,143%,0.08,9/11/22 15:26,0,1.0,CYBER CREW [C4],6.62,+42%,0.08,09/12/2022 10:02:24,0,1.0,Chapter II - The Pursuer'...,52.82,+8718%,0.03,09/12/2022 17:21:22,21,1.0,Chapter II - The Pursuer'...,54.28,+24023%,0.03,09/13/2022 10:01:32,0
2.0,CYBER CREW [C4],13.17,11%,0.1,8/11/22 15:47,0,2.0,CYBER CREW [C4],10.47,93%,0.09,8/16/22 11:46,0,2.0,CYBER CREW [C4],10.47,93%,0.09,8/16/22 11:53,0.0,2.0,CYBER CREW [C4],11.05,158%,0.09,8/16/22 13:20,0.0,2.0,HyperViciouZ,4.23,28%,0.04,8/17/22 16:39,3,2.0,CYBER CREW [C4],9.08,-50%,0.1,8/17/22 23:34,-1,2.0,CYBER CREW [C4],9.05,-37%,0.09,8/18/22 12:00,0,2.0,REBORN,13.8,--,0.06,8/18/22 12:49,1.0,2.0,PLS&TY Tour Visuals,15.43,2668%,0.02,8/18/22 14:10,-1,2.0,PLS&TY Tour Visuals,15.43,2668%,0.02,8/18/22 14:11,0.0,2.0,CYBER CREW [C4],9.34,--,0.09,8/18/22 22:08,1,2.0,CYBER CREW [C4],10.42,11%,0.1,8/19/22 22:24,0,2.0,HyperViciouZ,8.77,153%,0.04,8/20/22 21:03,5,2.0,CYBER CREW [C4],14.46,28%,0.07,8/21/22 21:58,-1,2.0,CYBER CREW [C4],20.18,74%,0.08,8/22/22 9:57,0,2.0,CYBER CREW [C4],17.2,31%,0.08,8/22/22 17:06,0,2.0,CYBER CREW [C4],11.42,-41%,0.08,8/23/22 9:27,0,2.0,CYBER CREW [C4],8.9,-8%,0.07,8/24/22 10:27,0,2.0,2D Universe,23.66,--,0.07,8/25/22 10:34,New Addition,2.0,Boop & Frens,9.7,1601%,0.17,8/26/22 9:57,12,2.0,CYBER CREW [C4],5.75,-61%,0.08,8/27/22 18:55,-1,2.0,CYBER CREW [C4],9.7,47%,0.09,8/28/22 17:28,0,2.0,CYBER CREW [C4],8.08,-7%,0.08,8/29/22 10:09,0,2.0,2D Animation Loops,13.7,139%,0.14,8/30/22 9:29,3,2.0,GMERICA 1 by GameStop,7.03,2%,0.12,9/6/22 10:10,New Addition,2.0,GMERICA 1 by GameStop,7.36,23%,0.12,9/6/22 13:32,0,2.0,CYBER CREW [C4],9.41,48%,0.07,9/6/22 18:53,-1,2.0,GMERICA 1 by GameStop,10.11,37%,0.11,9/7/22 13:10,-1,2.0,GMERICA 1 by GameStop,7.32,-26%,0.11,9/8/22 12:57,0,2.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,8.06,-28%,0.0001,9/9/22 10:36,-1,2.0,Polyform Labs,6.08,-16%,0.04,9/11/22 15:26,New Addition,2.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.85,+47%,0.0001,09/12/2022 10:02:24,2,2.0,KICK ASS VOL. 2,39.27,--,0.05,09/12/2022 17:21:22,New Addition,2.0,KICK ASS VOL. 2,49.33,--,0.05,09/13/2022 10:01:32,0
3.0,PLS&TY Tour Visuals,10.77,312%,0.03,8/11/22 15:47,New Addition,3.0,Betty Boop,8.71,-40%,0.33,8/16/22 11:46,New Addition,3.0,Betty Boop,8.71,-40%,0.33,8/16/22 11:53,0.0,3.0,THE CONSERVATION,8.84,-20%,0.06,8/16/22 13:20,11.0,3.0,CYBER CELEBRATION,3.69,71%,0.0001,8/17/22 16:39,12,3.0,HyperViciouZ,4.59,251%,0.04,8/17/22 23:34,-1,3.0,REBORN,8.1,--,0.07,8/18/22 12:00,New Addition,3.0,CYBER CREW [C4],8.87,-39%,0.09,8/18/22 12:49,-1.0,3.0,CYBER CREW [C4],8.56,-42%,0.09,8/18/22 14:10,0,3.0,CYBER CREW [C4],8.56,-42%,0.09,8/18/22 14:11,0.0,3.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,8.49,1050%,0.0001,8/18/22 22:08,1,3.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,4.68,-44%,0.0001,8/19/22 22:24,0,3.0,CYBER CREW AIRDROP,6.38,68%,0.03,8/20/22 21:03,2,3.0,Betty Boop,8.69,112%,0.39,8/21/22 21:58,1,3.0,Betty Boop,15.1,456%,0.41,8/22/22 9:57,0,3.0,Betty Boop,14.19,226%,0.35,8/22/22 17:06,0,3.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,8.76,308%,0.0001,8/23/22 9:27,2,3.0,NFTarot,7.27,--,0.01,8/24/22 10:27,New Addition,3.0,The Aftermath,22.6,-53%,0.05,8/25/22 10:34,-2,3.0,The Aftermath,9.7,-57%,0.05,8/26/22 9:57,0,3.0,PBB's Hatchables 2,4.17,-45%,0.02,8/27/22 18:55,3,3.0,HyperViciouZ,5.89,234%,0.04,8/28/22 17:28,3,3.0,MetaBoy,7.38,661%,0.06,8/29/22 10:09,1,3.0,CYBER CREW [C4],12.0,43%,0.07,8/30/22 9:29,-1,3.0,2D Animation Loops,4.18,--,0.17,9/6/22 10:10,-1,3.0,2D Animation Loops,4.18,--,0.17,9/6/22 13:32,0,3.0,CYBER CELEBRATION,4.39,311%,0.0001,9/6/22 18:53,2,3.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,7.87,2800%,0.0001,9/7/22 13:10,31,3.0,PLS&TY Collections,6.77,7298%,0.0001,9/8/22 12:57,43,3.0,CYBER CREW AIRDROP,4.52,573%,0.0001,9/9/22 10:36,15,3.0,GMERICA 1 by GameStop,3.34,83%,0.11,9/11/22 15:26,2,3.0,GMERICA 1 by GameStop,3.54,+26%,0.11,09/12/2022 10:02:24,0,3.0,MetaBoy,4.43,+162%,0.06,09/12/2022 17:21:22,1,3.0,CYBER CREW [C4],5.72,-13%,0.07,09/13/2022 10:01:32,2
4.0,THE CONSERVATION,9.63,93%,0.09,8/11/22 15:47,New Addition,4.0,HyperViciouZ,7.24,--,0.04,8/16/22 11:46,New Addition,4.0,HyperViciouZ,7.24,--,0.04,8/16/22 11:53,0.0,4.0,Betty Boop,7.94,-51%,0.33,8/16/22 13:20,-1.0,4.0,MetaBoy,3.63,21%,0.06,8/17/22 16:39,6,4.0,THE CONSERVATION,4.14,-52%,0.07,8/17/22 23:34,4,4.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.51,320%,0.0001,8/18/22 12:00,18,4.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.82,357%,0.0001,8/18/22 12:49,0.0,4.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.77,321%,0.0001,8/18/22 14:10,0,4.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.77,321%,0.0001,8/18/22 14:11,0.0,4.0,PLS&TY Tour Visuals,2.57,-80%,0.02,8/18/22 22:08,-2,4.0,PXL Toys | Interactive,4.23,3427%,0.0001,8/19/22 22:24,New Addition,4.0,Betty Boop,4.09,54%,0.34,8/20/22 21:03,4,4.0,CYBER CREW AIRDROP,6.15,-4%,0.02,8/21/22 21:58,-1,4.0,THE CONSERVATION,14.46,459%,0.1,8/22/22 9:57,1,4.0,THE CONSERVATION,11.54,124%,0.1,8/22/22 17:06,0,4.0,REBORN,7.05,37%,0.06,8/23/22 9:27,5,4.0,CYBER CREW AIRDROP,6.15,12%,0.03,8/24/22 10:27,2,4.0,Hootie-Brains - Series 2,12.92,--,0.15,8/25/22 10:34,New Addition,4.0,PLS&TY Tour Visuals,6.28,-78%,0.0001,8/26/22 9:57,-3,4.0,Hootie-Brains - Series 2,2.85,67%,0.15,8/27/22 18:55,4,4.0,MetaBoy,5.71,348%,0.06,8/28/22 17:28,5,4.0,Hootie-Brains - Series 1 ...,7.0,600%,0.84,8/29/22 10:09,9,4.0,Boop & Frens,5.75,-35%,0.06,8/30/22 9:29,-3,4.0,KICK ASS VOL. 1,3.78,32%,0.08,9/6/22 10:10,New Addition,4.0,KICK ASS VOL. 1,4.15,42%,0.08,9/6/22 13:32,0,4.0,KICK ASS VOL. 1,3.66,36%,0.08,9/6/22 18:53,0,4.0,CYBER CREW [C4],5.08,-47%,0.07,9/7/22 13:10,-2,4.0,2D Animation Loops,3.73,-71%,0.16,9/8/22 12:57,-3,4.0,MetaBoy Honorary,3.49,596%,0.04,9/9/22 10:36,16,4.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.31,6%,0.0001,9/11/22 15:26,-2,4.0,MetaBoy,2.39,+87%,0.06,09/12/2022 10:02:24,4,4.0,GMERICA 1 by GameStop,4.01,+23%,0.11,09/12/2022 17:21:22,-1,4.0,GMERICA 1 by GameStop,5.61,+58%,0.1,09/13/2022 10:01:32,0
5.0,CYBER CELEBRATION,6.27,12%,0.0001,8/11/22 15:47,New Addition,5.0,What Lies Beneath,7.24,99%,0.11,8/16/22 11:46,New Addition,5.0,What Lies Beneath,7.24,99%,0.11,8/16/22 11:53,0.0,5.0,HyperViciouZ,7.24,--,0.04,8/16/22 13:20,-1.0,5.0,YABOYNANCY COLLECTOR PORT...,2.9,18%,0.02,8/17/22 16:39,7,5.0,YABOYNANCY COLLECTOR PORT...,3.97,5%,0.02,8/17/22 23:34,0,5.0,THE CONSERVATION,3.01,32%,0.07,8/18/22 12:00,-1,5.0,YABOYNANCY COLLECTOR PORT...,2.61,-21%,0.02,8/18/22 12:49,2.0,5.0,What Lies Beneath,2.68,-61%,0.0001,8/18/22 14:10,11,5.0,What Lies Beneath,2.68,-61%,0.0001,8/18/22 14:11,0.0,5.0,What Lies Beneath,2.53,129%,0.0001,8/18/22 22:08,0,5.0,CYBER CREW AIRDROP,4.13,--,0.05,8/19/22 22:24,New Addition,5.0,THE CONSERVATION,3.08,56%,0.07,8/20/22 21:03,6,5.0,THE CONSERVATION,5.92,88%,0.06,8/21/22 21:58,0,5.0,CYBER CREW AIRDROP,8.76,68%,0.03,8/22/22 9:57,-1,5.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,8.08,402%,0.0001,8/22/22 17:06,7,5.0,CYBER CELEBRATION,6.62,42%,0.0001,8/23/22 9:27,3,5.0,HyperViciouZ,4.85,-84%,0.04,8/24/22 10:27,-4,5.0,CYBER CREW [C4],6.78,-23%,0.08,8/25/22 10:34,-3,5.0,MetaBoy,5.54,9%,0.06,8/26/22 9:57,2,5.0,2D Animation Loops,2.6,1427%,0.1,8/27/22 18:55,15,5.0,Polyform Labs,4.46,614%,0.09,8/28/22 17:28,7,5.0,2D Animation Loops,5.63,55%,0.24,8/29/22 10:09,1,5.0,HyperViciouZ,5.72,22%,0.04,8/30/22 9:29,1,5.0,Sloppypencil Art Drops,3.26,389%,0.14,9/6/22 10:10,13,5.0,CYBER CELEBRATION,4.0,283%,0.0001,9/6/22 13:32,1,5.0,Boop & Frens,3.59,776%,0.08,9/6/22 18:53,2,5.0,Neon vibes,3.49,17%,0.03,9/7/22 13:10,1,5.0,CYBER CREW [C4],3.35,-30%,0.07,9/8/22 12:57,-1,5.0,GMERICA 1 by GameStop,3.23,-51%,0.11,9/9/22 10:36,-3,5.0,MetaBoy Airdrop,3.25,67%,0.0001,9/11/22 15:26,2,5.0,KICK ASS VOL. 1,1.9,+325%,0.05,09/12/2022 10:02:24,34,5.0,CYBER CREW [C4],3.82,-51%,0.07,09/12/2022 17:21:22,-4,5.0,MetaBoy,4.41,+84%,0.06,09/13/2022 10:01:32,-2
6.0,MetaBoy,5.43,252%,0.05,8/11/22 15:47,18,6.0,PROTAGONISTS,5.25,241%,0.01,8/16/22 11:46,18,6.0,PROTAGONISTS,5.25,241%,0.01,8/16/22 11:53,0.0,6.0,What Lies Beneath,6.04,19%,0.13,8/16/22 13:20,-1.0,6.0,What Lies Beneath,2.9,-64%,0.01,8/17/22 16:39,0,6.0,MetaBoy,2.87,-12%,0.06,8/17/22 23:34,-2,6.0,Club Met,2.8,--,0.01,8/18/22 12:00,3,6.0,THE CONSERVATION,2.56,20%,0.07,8/18/22 12:49,-1.0,6.0,YABOYNANCY COLLECTOR PORT...,2.61,-21%,0.02,8/18/22 14:10,-1,6.0,YABOYNANCY COLLECTOR PORT...,2.61,-21%,0.02,8/18/22 14:11,0.0,6.0,MetaBoy Honorary,2.41,102%,0.03,8/18/22 22:08,16,6.0,REBORN,3.66,-84%,0.06,8/19/22 22:24,-5,6.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.04,-37%,0.0001,8/20/22 21:03,-3,6.0,REBORN,5.62,451%,0.06,8/21/22 21:58,4,6.0,CYBER CELEBRATION,4.64,79%,0.0001,8/22/22 9:57,1,6.0,CYBER CREW AIRDROP,7.05,20%,0.03,8/22/22 17:06,-1,6.0,CYBER CREW AIRDROP,5.53,-36%,0.03,8/23/22 9:27,0,6.0,League of Legendary Lions...,3.8,32%,0.05,8/24/22 10:27,4,6.0,PLS&TY Celebration,5.28,--,0.0001,8/25/22 10:34,New Addition,6.0,PBB's Hatchables 2,3.63,--,0.02,8/26/22 9:57,New Addition,6.0,HyperViciouZ,2.35,162%,0.04,8/27/22 18:55,7,6.0,2D Animation Loops,2.24,50%,0.1,8/28/22 17:28,-1,6.0,HyperViciouZ,4.63,-9%,0.04,8/29/22 10:09,-3,6.0,MetaBoy,3.39,-52%,0.05,8/30/22 9:29,-3,6.0,CYBER CELEBRATION,3.16,321%,0.0001,9/6/22 10:10,1,6.0,Betty Boop Backstage Pass...,3.63,1294%,0.32,9/6/22 13:32,4,6.0,Neon vibes,3.44,805%,0.02,9/6/22 18:53,3,6.0,MetaBoy,2.9,27%,0.06,9/7/22 13:10,2,6.0,CAVIDMDW Airdrop,2.2,--,0.0001,9/8/22 12:57,New Addition,6.0,The Aftermath,1.96,350%,0.03,9/9/22 10:36,18,6.0,2D Animation Loops,2.6,-75%,0.13,9/11/22 15:26,9,6.0,MetaBoy Honorary,1.59,+1776%,0.03,09/12/2022 10:02:24,34,6.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.37,-11%,0.0001,09/12/2022 17:21:22,-4,6.0,KICK ASS VOL. 1,3.73,+96%,0.05,09/13/2022 10:01:32,1
7.0,MetaBoy Honorary,2.3,-6%,0.02,8/11/22 15:47,0,7.0,MetaBoy Honorary,3.96,288%,0.03,8/16/22 11:46,0,7.0,MetaBoy Honorary,3.96,288%,0.03,8/16/22 11:53,0.0,7.0,PROTAGONISTS,5.26,246%,0.01,8/16/22 13:20,-1.0,7.0,Betty Boop,2.83,-63%,0.3,8/17/22 16:39,-3,7.0,Betty Boop,2.74,-38%,0.27,8/17/22 23:34,0,7.0,YABOYNANCY COLLECTOR PORT...,2.61,-25%,0.02,8/18/22 12:00,-2,7.0,Virtuoramas 🔁NFT REPLACE...,2.5,--,0.0001,8/18/22 12:49,2.0,7.0,Virtuoramas 🔁NFT REPLACE...,2.5,--,0.0001,8/18/22 14:10,0,7.0,Virtuoramas 🔁NFT REPLACE...,2.5,--,0.0001,8/18/22 14:11,0.0,7.0,Warden's Reach,1.88,149%,0.04,8/18/22 22:08,5,7.0,HyperViciouZ,3.65,107%,0.04,8/19/22 22:24,2,7.0,CYBER CELEBRATION,2.85,108%,0.0001,8/20/22 21:03,7,7.0,CYBER CELEBRATION,4.8,68%,0.0001,8/21/22 21:58,0,7.0,REBORN,4.39,98%,0.06,8/22/22 9:57,-1,7.0,Warden's Reach,4.06,1564%,0.05,8/22/22 17:06,2,7.0,Betty Boop,5.45,-62%,0.28,8/23/22 9:27,-4,7.0,CYBER CELEBRATION,3.25,-50%,0.0001,8/24/22 10:27,-2,7.0,MetaBoy,5.13,90%,0.07,8/25/22 10:34,4,7.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.34,64%,0.0001,8/26/22 9:57,5,7.0,Betty Boop Backstage Pass...,2.32,-22%,0.33,8/27/22 18:55,2,7.0,Warden's Reach,1.88,147%,0.04,8/28/22 17:28,9,7.0,Hootie-Brains - Series 2,2.4,-13%,0.1,8/29/22 10:09,30,7.0,CYBER CELEBRATION,1.77,55%,0.0001,8/30/22 9:29,4,7.0,Neon vibes,2.55,2450%,0.02,9/6/22 10:10,New Addition,7.0,Boop & Frens,3.27,916%,0.08,9/6/22 13:32,9,7.0,Betty Boop Backstage Pass...,3.35,1118%,0.31,9/6/22 18:53,-1,7.0,MetaBoy Honorary,2.48,8156%,0.03,9/7/22 13:10,6,7.0,The Gamer Room,1.89,--,0.18,9/8/22 12:57,New Addition,7.0,MetaBoy Airdrop,1.78,--,0.0001,9/9/22 10:36,New Addition,7.0,CYBER CREW COLLECTORS CLU...,1.82,--,1.2,9/11/22 15:26,New Addition,7.0,MetaBoy Airdrop,1.29,-60%,0.0001,09/12/2022 10:02:24,-2,7.0,KICK ASS VOL. 1,3.01,+184%,0.05,09/12/2022 17:21:22,-2,7.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.27,-14%,0.0001,09/13/2022 10:01:32,-1
8.0,CYBER CREW COLLECTORS CLU...,2.29,60%,0.92,8/11/22 15:47,New Addition,8.0,StupidMonkeys Extra,2.72,--,0.04,8/16/22 11:46,New Addition,8.0,StupidMonkeys Extra,2.72,--,0.04,8/16/22 11:53,0.0,8.0,MetaBoy Honorary,3.96,292%,0.03,8/16/22 13:20,-1.0,8.0,THE CONSERVATION,2.6,-71%,0.06,8/17/22 16:39,-5,8.0,Virtuoramas 🔁NFT REPLACE...,2.5,--,0.0001,8/17/22 23:34,New Addition,8.0,HyperViciouZ,2.61,-22%,0.04,8/18/22 12:00,-5,8.0,MetaBoy,2.26,-23%,0.06,8/18/22 12:49,3.0,8.0,THE CONSERVATION,2.24,-11%,0.08,8/18/22 14:10,-2,8.0,THE CONSERVATION,2.24,-11%,0.08,8/18/22 14:11,0.0,8.0,dTweenies,1.87,-4%,0.13,8/18/22 22:08,8,8.0,Betty Boop,2.64,148%,0.26,8/19/22 22:24,4,8.0,PLS&TY Tour Visuals,2.16,-86%,0.02,8/20/22 21:03,-7,8.0,YABOYNANCY COLLECTOR PORT...,3.95,2370%,0.02,8/21/22 21:58,22,8.0,MetaBoy,3.52,45%,0.06,8/22/22 9:57,1,8.0,CYBER CELEBRATION,3.84,-18%,0.0001,8/22/22 17:06,-2,8.0,Polyform Labs,5.13,--,0.17,8/23/22 9:27,6,8.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,3.2,-63%,0.0001,8/24/22 10:27,-5,8.0,CYBER CREW AIRDROP,2.99,-51%,0.03,8/25/22 10:34,-4,8.0,Hootie-Brains - Series 2,3.0,-76%,0.18,8/26/22 9:57,-4,8.0,The Aftermath,1.74,-75%,0.05,8/27/22 18:55,-5,8.0,🍒🥭🍎🍊🍐🍍🥝🍇🍈🍌🍏🍉�...,1.53,231%,0.0001,8/28/22 17:28,19,8.0,Sloppypencil Art Drops,2.1,64%,0.18,8/29/22 10:09,14,8.0,PLS&TY Collections,1.71,213%,0.0001,8/30/22 9:29,13,8.0,CYBER CREW AIRDROP,2.15,175%,0.02,9/6/22 10:10,4,8.0,Sloppypencil Art Drops,3.26,--,0.14,9/6/22 13:32,-3,8.0,MetaBoy,2.4,18%,0.06,9/6/22 18:53,3,8.0,KICK ASS VOL. 1,1.63,-59%,0.09,9/7/22 13:10,-4,8.0,PROTAGONISTS,1.76,276%,0.0001,9/8/22 12:57,13,8.0,Chapter II - The Pursuer'...,1.77,607%,0.13,9/9/22 10:36,26,8.0,MetaBoy,1.34,52%,0.06,9/11/22 15:26,13,8.0,PXL Toys | Interactive,1.17,+2066%,0.0001,09/12/2022 10:02:24,New Addition,8.0,MetaBoy Honorary,2.32,+2763%,0.03,09/12/2022 17:21:22,-2,8.0,CYBER CELEBRATION,2.53,+167%,0.0001,09/13/2022 10:01:32,2
